,s20230901019,s20230901020,s20230901021,s20230901022,s20230901023,s20230901024,s20230901025,s20230901026,s20230901027,s20230901028,s20230901029,s20230901030,s20230901031,s20230901032,s20230901033,s20230901052,s20230901053,s20230901054,s20230901055,s20230901056,s20230901057,s20230901058,s20230901059,s20230901060,s20230901079,s20230901080,s20230901081,s20230901082,s20230901083,s20230901084,s20230901085,s20230901086,s20230901087
C14H20O9S1,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,NA,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126,-1.29523817840126
C16H20O10S1,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,NA,-1.18782593298311,NA,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311,-1.18782593298311
C17H20O10S1,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,NA,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,NA,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202,-1.20138213217202
C17H20O11S1,-0.615682562103776,-0.615682562103776,-0.615682562103776,-0.615682562103776,NA,-0.615682562103776,-0.615682562103776,NA,NA,-0.615682562103776,NA,NA,-0.615682562103776,-0.615682562103776,-0.615682562103776,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.615682562103776,NA,-0.615682562103776,-0.615682562103776,-0.615682562103776,-0.615682562103776,-0.615682562103776,-0.615682562103776,-0.615682562103776
C16H22O10S1,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,NA,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316,-1.4279965481316
C17H24O10S1,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,NA,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397,-1.25578789840397
C17H22O10S1,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,NA,-1.17819298782889,NA,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889,-1.17819298782889
C18H24O10S1,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,NA,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392,-1.45068040771392
C17H24O11S1,-0.457937063213203,-0.457937063213203,NA,NA,NA,-0.457937063213203,-0.457937063213203,-0.457937063213203,-0.457937063213203,-0.457937063213203,NA,-0.457937063213203,NA,-0.457937063213203,-0.457937063213203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C17H22O11S1,-1.04334037906064,-1.04334037906064,-1.04334037906064,-1.04334037906064,NA,-1.04334037906064,-1.04334037906064,-1.04334037906064,NA,NA,-1.04334037906064,NA,NA,-1.04334037906064,-1.04334037906064,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04334037906064,-1.04334037906064,-1.04334037906064,-1.04334037906064,-1.04334037906064,-1.04334037906064,-1.04334037906064,-1.04334037906064,-1.04334037906064
C18H24O11S1,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,NA,-0.359808346494099,NA,-0.359808346494099,-0.359808346494099,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.359808346494099,-0.359808346494099,NA,-0.359808346494099,-0.359808346494099,-0.359808346494099,-0.359808346494099,NA,-0.359808346494099
C15H22O8S1,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,NA,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685,-1.27601416866685
C15H22O9S1,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,NA,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172,-1.34578026139172
C16H24O9S1,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,NA,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565,-1.18881787186565
C16H20O8S1,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,NA,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956,-1.39699159306956
C17H20O8S1,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,NA,-1.24313530458138,NA,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138,-1.24313530458138
C16H20O9S1,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,NA,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208,-1.36937301189208
C17H20O9S1,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,NA,-1.42173039776547,NA,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547,-1.42173039776547
C16H22O8S1,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,NA,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704,-1.16833627909704
C17H24O8S1,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,NA,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537,-1.30316756008537
C17H22O8S1,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,NA,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069,-1.28936366129069
C18H24O8S1,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,NA,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732,-1.3072448973732
C16H22O9S1,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,NA,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824,-1.52993935435824
C17H24O9S1,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,NA,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179,-1.34022247095179
C17H22O9S1,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,NA,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519,-1.2089161927519
C18H24O9S1,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,NA,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367,-1.29266454431367
C14H20O10S1,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,NA,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,NA,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,0.727249726865215,NA,0.727249726865215,NA,0.727249726865215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C15H22O10S1,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,NA,-0.0798143687907244,NA,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244,NA,NA,-0.0798143687907244,-0.0798143687907244,-0.0798143687907244
C14H22O10S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29138605963985,0.29138605963985,0.29138605963985,NA,0.29138605963985,0.29138605963985,NA,0.29138605963985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C16H26O8S1,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,NA,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,0.629902544997229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C13H20O9S1,-0.57220596119234,-0.57220596119234,NA,-0.57220596119234,-0.57220596119234,-0.57220596119234,-0.57220596119234,NA,NA,-0.57220596119234,-0.57220596119234,-0.57220596119234,NA,-0.57220596119234,-0.57220596119234,-0.57220596119234,-0.57220596119234,-0.57220596119234,-0.57220596119234,-0.57220596119234,-0.57220596119234,NA,-0.57220596119234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12H20O8S1,-0.747635580725159,-0.747635580725159,-0.747635580725159,-0.747635580725159,-0.747635580725159,NA,NA,-0.747635580725159,NA,-0.747635580725159,-0.747635580725159,-0.747635580725159,NA,-0.747635580725159,NA,-0.747635580725159,-0.747635580725159,-0.747635580725159,-0.747635580725159,-0.747635580725159,-0.747635580725159,-0.747635580725159,-0.747635580725159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C13H20O8S1,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,NA,-1.00109609866321,NA,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321,-1.00109609866321
C13H22O8S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531895266804673,0.531895266804673,0.531895266804673,0.531895266804673,0.531895266804673,0.531895266804673,NA,0.531895266804673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C14H22O9S1,NA,0.276942536944235,0.276942536944235,0.276942536944235,0.276942536944235,NA,0.276942536944235,0.276942536944235,NA,0.276942536944235,0.276942536944235,0.276942536944235,NA,0.276942536944235,0.276942536944235,0.276942536944235,0.276942536944235,0.276942536944235,0.276942536944235,0.276942536944235,0.276942536944235,NA,0.276942536944235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C15H24O9S1,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,NA,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,NA,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,0.550542789052839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C14H24O12S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72120358189822,3.72120358189822,3.72120358189822,NA,3.72120358189822,3.72120358189822,3.72120358189822,3.72120358189822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C15H10O11S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51569222440522,NA,4.51569222440522,4.51569222440522,NA,4.51569222440522,4.51569222440522,4.51569222440522,4.51569222440522
C15H10O10S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27689862015328,2.27689862015328,2.27689862015328,2.27689862015328,2.27689862015328,2.27689862015328,2.27689862015328,2.27689862015328,2.27689862015328
C16H10O10S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22404259864925,NA,1.22404259864925,1.22404259864925,1.22404259864925,1.22404259864925,1.22404259864925,1.22404259864925,1.22404259864925
C11H10O6S1,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,NA,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,0.140908925354426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11H10O7S1,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,NA,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,NA,-0.0846128469007176,NA,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,-0.0846128469007176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C11H8O6S1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.240828810660587,NA,NA,-0.240828810660587,-0.240828810660587,-0.240828810660587,-0.240828810660587,-0.240828810660587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12H10O6S1,-0.440408397170951,-0.440408397170951,-0.440408397170951,-0.440408397170951,-0.440408397170951,-0.440408397170951,NA,-0.440408397170951,NA,-0.440408397170951,-0.440408397170951,-0.440408397170951,NA,-0.440408397170951,-0.440408397170951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12H10O7S1,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,NA,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,NA,0.182560501317524,NA,NA,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524,0.182560501317524
C16H16O8S1,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,NA,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,NA,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306,-1.69937746297306
C17H18O8S1,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,NA,-1.02778812628078,-1.02778812628078,-1.02778812628078,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02778812628078,-1.02778812628078,NA,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078,-1.02778812628078
C15H16O8S1,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,NA,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682,-1.79559628249682
C16H18O8S1,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,NA,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808,-1.98369165262808
C16H16O9S1,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,NA,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,NA,-2.08665359534233,-2.08665359534233,-2.08665359534233,NA,-2.08665359534233,NA,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233,-2.08665359534233
C17H18O9S1,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,NA,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058,-1.80252043970058
C15H16O9S1,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,NA,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755,-1.79669952267755
C16H18O9S1,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,NA,-1.64518507059802,NA,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802,-1.64518507059802
C13H10O8S1,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,NA,-1.8760744756235,NA,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235,-1.8760744756235
