,s20230901019,s20230901020,s20230901021,s20230901022,s20230901023,s20230901024,s20230901025,s20230901026,s20230901027,s20230901028,s20230901029,s20230901030,s20230901031,s20230901032,s20230901033,s20230901052,s20230901053,s20230901054,s20230901055,s20230901056,s20230901057,s20230901058,s20230901059,s20230901060,s20230901079,s20230901080,s20230901081,s20230901082,s20230901083,s20230901084,s20230901085,s20230901086,s20230901087
C22H18O13,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,NA,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471,0.536707079292471
C20H16O13,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,NA,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355,0.515472701965355
C21H18O13,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,NA,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694,0.452528676597694
C17H8O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00537483432904683,NA,0.00537483432904683,0.00537483432904683,NA,0.00537483432904683,0.00537483432904683,0.00537483432904683,0.00537483432904683
C16H8O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0520647828259996,NA,-0.0520647828259996,NA,NA,-0.0520647828259996,-0.0520647828259996,-0.0520647828259996,-0.0520647828259996
C17H10O12,0.866778909192675,0.866778909192675,0.866778909192675,0.866778909192675,NA,0.866778909192675,0.866778909192675,0.866778909192675,NA,0.866778909192675,NA,NA,0.866778909192675,0.866778909192675,0.866778909192675,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.866778909192675,0.866778909192675,0.866778909192675,0.866778909192675,0.866778909192675,0.866778909192675,0.866778909192675,0.866778909192675,0.866778909192675
C16H8O10,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,NA,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313,-0.28112359586313
C17H10O10,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,NA,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015,0.639477862044015
C17H8O11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369517167483824,0.369517167483824,0.369517167483824,0.369517167483824,0.369517167483824,0.369517167483824,0.369517167483824,0.369517167483824,0.369517167483824
C15H10O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809102433282188,0.809102433282188,0.809102433282188,0.809102433282188,0.809102433282188,0.809102433282188,0.809102433282188,0.809102433282188,0.809102433282188
C16H10O12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729752161826498,0.729752161826498,0.729752161826498,0.729752161826498,0.729752161826498,0.729752161826498,0.729752161826498,0.729752161826498,0.729752161826498
C15H10O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29660416438238,NA,2.29660416438238,NA,NA,2.29660416438238,2.29660416438238,2.29660416438238,2.29660416438238
C16H10O13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299062751539754,0.299062751539754,0.299062751539754,0.299062751539754,0.299062751539754,0.299062751539754,0.299062751539754,0.299062751539754,0.299062751539754
C15H10O10,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,NA,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398,0.655197876812398
C15H10O11,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058,-0.338212662447058
C16H10O11,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,NA,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795,0.413869490179795
C14H8O10,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,NA,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,NA,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462,0.502481053524462
C15H8O10,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,NA,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722,-0.243153236646722
C14H8O11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0474438771976059,-0.0474438771976059,-0.0474438771976059,NA,NA,-0.0474438771976059,-0.0474438771976059,-0.0474438771976059,-0.0474438771976059
C15H8O11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100428341881449,NA,-0.100428341881449,NA,-0.100428341881449,-0.100428341881449,-0.100428341881449,-0.100428341881449,-0.100428341881449
C19H18O5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23604679061606,1.23604679061606,1.23604679061606,1.23604679061606,1.23604679061606,1.23604679061606,1.23604679061606,1.23604679061606
C19H18O6,0.599732827496696,0.599732827496696,NA,0.599732827496696,0.599732827496696,NA,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,NA,0.599732827496696,0.599732827496696,NA,0.599732827496696,NA,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696,0.599732827496696
C19H16O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188540873822615,NA,0.188540873822615,0.188540873822615,0.188540873822615,0.188540873822615,0.188540873822615,0.188540873822615,0.188540873822615
C18H16O7,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,NA,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994,0.428894305203994
C19H18O7,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,NA,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021,0.587427270114021
C19H16O7,-0.136951872793023,-0.136951872793023,-0.136951872793023,NA,-0.136951872793023,-0.136951872793023,NA,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023,-0.136951872793023
C20H18O7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.477969349414483,-0.477969349414483,-0.477969349414483,-0.477969349414483,-0.477969349414483,-0.477969349414483,-0.477969349414483,-0.477969349414483,-0.477969349414483
C17H12O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.200760924167842,-0.200760924167842,-0.200760924167842,-0.200760924167842,-0.200760924167842,-0.200760924167842,-0.200760924167842,-0.200760924167842,-0.200760924167842
C18H14O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0280574002747127,-0.0280574002747127,-0.0280574002747127,-0.0280574002747127,-0.0280574002747127,-0.0280574002747127,-0.0280574002747127
C16H12O7,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,NA,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686,0.47292420454686
C17H14O7,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,NA,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491,0.552468374211491
C17H12O7,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,NA,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,NA,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936,0.624539122368936
C18H14O7,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,NA,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,NA,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,NA,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,NA,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003,-0.0486703761454003
C18H12O7,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,NA,0.232693923089686,0.232693923089686,NA,NA,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686,0.232693923089686
C19H14O7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0204092839902536,-0.0204092839902536,-0.0204092839902536,-0.0204092839902536,-0.0204092839902536,-0.0204092839902536,-0.0204092839902536,-0.0204092839902536,NA
C18H12O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221513920929159,0.221513920929159,NA,0.221513920929159,0.221513920929159,0.221513920929159,0.221513920929159
C17H8O8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.199783548435502,-0.199783548435502,-0.199783548435502,-0.199783548435502,-0.199783548435502,-0.199783548435502,-0.199783548435502,-0.199783548435502,-0.199783548435502
C17H8O9,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,NA,0.35044419082161,NA,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,NA,NA,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,NA,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161,0.35044419082161
C18H10O8,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,NA,-0.238407252586498,NA,NA,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,NA,-0.238407252586498,-0.238407252586498,NA,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,NA,-0.238407252586498,NA,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498,-0.238407252586498
C18H10O9,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,NA,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,NA,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409,0.447001655953409
C16H8O8,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,NA,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,NA,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,NA,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782,0.255907298276782
C17H10O8,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,NA,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219,0.447332528640219
C16H8O9,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,NA,0.114142143566385,0.114142143566385,NA,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385,NA,0.114142143566385,0.114142143566385,0.114142143566385,NA,NA,0.114142143566385,0.114142143566385,0.114142143566385,0.114142143566385
C17H10O9,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,NA,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236,0.592877646186236
C17H8O7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18694423353979,NA,NA,1.18694423353979,1.18694423353979,1.18694423353979,1.18694423353979,1.18694423353979,1.18694423353979
C18H10O7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815536445556616,0.815536445556616,0.815536445556616,0.815536445556616,0.815536445556616,0.815536445556616,0.815536445556616,0.815536445556616,0.815536445556616
C13H6O8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43556923542204,-0.43556923542204,-0.43556923542204,-0.43556923542204,-0.43556923542204,-0.43556923542204,-0.43556923542204,-0.43556923542204,-0.43556923542204
C14H8O8,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,NA,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141,0.603026722854141
C14H6O8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.866616793766329,-0.866616793766329,-0.866616793766329,-0.866616793766329,-0.866616793766329,-0.866616793766329,-0.866616793766329,-0.866616793766329,-0.866616793766329
C15H8O8,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,NA,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075,0.448752973070075
C13H6O9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.616459238067485,-0.616459238067485,-0.616459238067485,-0.616459238067485,-0.616459238067485,-0.616459238067485,-0.616459238067485,-0.616459238067485,-0.616459238067485
C14H8O9,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,NA,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734,0.694869268374734
C14H6O9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.335971903854605,-0.335971903854605,-0.335971903854605,NA,-0.335971903854605,-0.335971903854605,-0.335971903854605,-0.335971903854605,-0.335971903854605
C15H8O9,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,NA,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343,0.524659386514343
C15H10O7,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,NA,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266,0.484900576963266
C16H10O7,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,NA,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,NA,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925,0.421570314083925
C16H8O7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.406221083079359,-0.406221083079359,-0.406221083079359,-0.406221083079359,-0.406221083079359,-0.406221083079359,-0.406221083079359,-0.406221083079359,-0.406221083079359
C17H10O7,0.413040647619229,0.413040647619229,NA,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,NA,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,NA,0.413040647619229,0.413040647619229,NA,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,NA,0.413040647619229,NA,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229,0.413040647619229
C17H10O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14750983674726,NA,NA,-0.14750983674726,-0.14750983674726,-0.14750983674726,-0.14750983674726,-0.14750983674726,-0.14750983674726
C15H8O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.261973573684376,NA,-0.261973573684376,-0.261973573684376,-0.261973573684376,-0.261973573684376,-0.261973573684376,-0.261973573684376,-0.261973573684376
C16H10O6,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,NA,NA,NA,NA,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,NA,-0.0452890493310375,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0452890493310375,NA,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375,-0.0452890493310375
C15H8O7,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336,NA,0.289172424137336,NA,0.289172424137336,0.289172424137336,0.289172424137336,NA,NA,NA,0.289172424137336,NA,0.289172424137336,NA,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336,NA,0.289172424137336,NA,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336,0.289172424137336
C13H6O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0856572675863231,NA,-0.0856572675863231,NA,-0.0856572675863231,-0.0856572675863231,-0.0856572675863231,-0.0856572675863231,-0.0856572675863231
C14H8O6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.211428332839711,NA,-0.211428332839711,-0.211428332839711,-0.211428332839711,-0.211428332839711,-0.211428332839711,-0.211428332839711,-0.211428332839711
C13H6O7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.327587992040828,-0.327587992040828,-0.327587992040828,-0.327587992040828,-0.327587992040828,-0.327587992040828,-0.327587992040828,-0.327587992040828,-0.327587992040828
