,s20230217001,s20230217002,s20230217003,s20230217004,s20230217005,s20230217006,s20230217023,s20230217024,s20230217025,s20230217026,s20230217027,s20230217028,s20230217029,s20230217030,s20230217038,s20230217039,s20230217040,s20230217041,s20230217042,s20230217043,s20230217044,s20230217045,s20230217062,s20230217063,s20230217064,s20230217065,s20230217066,s20230217067,s20230217068,s20230217069,s20230217077,s20230217078,s20230217079,s20230217080,s20230217081,s20230217082,s20230217083,s20230217084,s20230217085,s20230217086,s20230217104,s20230217105,s20230217106,s20230217107,s20230217108,s20230217109,s20230217110,s20230217111
C9H4O7,NA,NA,-0.390508352760135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C10H6O7,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,NA,NA,NA,NA,NA,NA,NA,NA,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,NA,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,-0.39093886835744,NA,NA,-0.39093886835744
C11H6O6,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,NA,NA,NA,NA,NA,NA,NA,NA,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,-0.745394586154246,NA,-0.745394586154246
C12H8O6,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,NA,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888,-0.576583708103888
C11H6O7,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,NA,-0.409454655792133,NA,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133,-0.409454655792133
C12H8O7,-18.1192843560238,-18.4064207175932,-18.8823008775002,-18.2148982734291,-19.3503342110474,-16.2253805865011,-17.3818537037589,-15.697590632147,-18.4355970426212,-15.7035427624952,-18.1265202535952,-18.4899893623233,-16.194954868433,-18.0199742671342,-16.8422496748229,-18.768390721601,-16.9692486586196,-17.8633912713042,-16.8587121573883,-18.8303295902528,-17.474492380937,-16.486482780356,-15.8151976589281,-16.0191759525967,-17.1489350271641,-16.3411736056493,-16.7155047425927,-19.5804474461249,-16.8962151212003,-16.5620190949169,-18.0321310772795,-14.9081992170463,-17.5830060778667,-18.9213568564808,-18.2907004493544,-16.5125648346511,-16.3805505373123,-16.7874456678212,-14.8230730858138,-17.9358948959626,-16.4423861333127,-17.2812141088588,-18.2154197492129,-16.7605301771358,-19.3298354944456,-16.8773581726626,-16.7450856477894,-19.9019369944792
C12H6O6,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,-0.195652799399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.195652799399504,-0.195652799399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12H6O7,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,0.0607930844912396,NA,NA,NA,NA,NA,NA,NA,NA
C11H10O8,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,NA,0.193958599583041,NA,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041,0.193958599583041
C11H10O9,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,NA,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599,-0.347402930483599
C11H8O8,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,NA,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958,1.26079717419958
C11H8O9,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554,-0.572821594182554
C12H10O9,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,NA,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711,0.775032397195711
C11H8O7,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,NA,-0.410361521050212,-0.410361521050212,NA,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,NA,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212,-0.410361521050212
C12H10O7,-17.315885125179,-16.5886012912671,-16.8432092610572,-17.5489941756777,-17.8571442427341,-19.4903937198698,-17.3560607852751,-16.1594460350977,-16.9484609969099,-17.8169184734611,-19.0748687241722,-16.1720867071133,-17.3775464780009,-17.698016074062,-17.1263686194668,-16.1075630397574,-18.1864815694529,-18.0141752662676,-17.3720953212593,-19.057140000856,-18.1954017431439,-18.8293926087516,-17.9715080661147,-17.436214889086,-15.9773382105412,-19.3190311611495,-17.0039132926288,-17.4223833207772,-16.2753388840926,-17.2724719767184,-18.996298914601,-17.8420690427904,-19.4936086099683,-17.4429888684779,-19.012871095345,-16.1365708017423,-17.3896272699036,-16.3162302824707,-17.3643637280164,-19.5584993909215,-18.4758161740014,-16.6499177381228,-20.7400130921583,-17.3190246231722,-17.0902674604115,-16.6059103322466,-19.0125945864583,-19.0783590754978
C13H10O8,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,NA,NA,NA,NA,NA,NA,NA,NA,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897,-0.514081339401897
C13H10O9,-17.8630125066736,-17.9483371560768,-17.0750180591858,-17.8485803456232,-17.497527680215,-15.4183214950295,-15.9686434638278,-18.7556421274554,-15.8388443194884,-16.5077674865434,-17.4476583673699,-19.1465473397082,-16.6601130820986,-17.0480778223562,-19.324462684422,-18.0181652601124,-17.2872408418667,-18.1997298856505,-17.4502188709118,-18.3198466014383,-18.0355509654536,-16.5473667434645,-17.3459521236122,-18.4088831355049,-19.8751742030647,-17.2909417690109,-18.9347270312159,-18.8294156152865,-16.5303912112872,-18.3015107859111,-18.2533006970526,-19.1581176042308,-17.7481712485236,-16.0248287796079,-17.0351733766232,-18.2275589593198,-18.5055818519585,-18.8039078609917,-18.7310898711297,-16.428930770223,-16.6900641473086,-17.2827080228909,-16.0190742955128,-17.6344815304213,-17.2182164628144,-14.6379562150445,-19.2911945374929,-18.3683618324181
C13H8O8,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,NA,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727,-0.383850642250727
C14H10O8,-16.9243841400389,-18.9478317061728,-16.9150974669007,-16.9925123875193,-16.8862494672078,-18.4584487953266,-18.0660225822759,-20.1998499962343,-16.4121337294153,-16.4363051635875,-18.0757117955717,-17.10464082941,-15.9805358696692,-19.3763992497065,-18.296491289955,-16.040616053885,-16.1179513889761,-17.0186752203462,-18.5516950702194,-17.0575532666554,-17.6603304103196,-16.2055569937472,-17.3729445748458,-16.2877833638113,-19.9055398593531,-18.8936932101326,-16.2176678703445,-17.0567892563512,-16.4510011755241,-19.5972890816771,-17.0726007931212,-16.2655145606867,-16.5200701862277,-17.733114830766,-16.710058765153,-17.0089354923165,-17.759912832059,-19.8159174451092,-19.3193661776879,-18.3198553082962,-17.1366850331058,-17.362659871922,-17.9085727910809,-16.3408214856888,-15.2384792120756,-17.0000997734013,-19.4459907614843,-17.6124689641087
C13H8O9,-16.0666614416939,-17.6110240551505,-18.4008293371687,-18.3534612113147,-16.7762736854003,-18.0129039146659,-18.1146035790672,-16.5121803331755,-17.1010707478889,-17.6167162509979,-19.5608551414512,-19.9293862499439,-18.642350395822,-17.1740662797637,-17.9437157112887,-17.8314180870077,-16.4797231751942,-18.4092214575799,-18.6751684395692,-17.3731097840103,-17.8001044236126,-18.0468052447651,-16.4880588027829,-18.3791716453844,-16.9932195198449,-19.4614849603343,-18.9581329829886,-18.594835941602,-17.6690500017377,-15.6261448805357,-16.0723158117103,-17.0923759689103,-17.3434171595823,-18.7232676543988,-16.3410831196502,-15.8708878641607,-19.5876430181455,-19.0643776254091,-18.4853119651557,-18.1700606753805,-18.4397056391576,-14.8706556849047,-16.9128393733449,-15.2567648967841,-16.4664894084572,-15.812412682114,-17.6992342098364,-16.3792106208584
C14H10O9,-17.8832737600421,-15.7417957454446,-18.3123128074967,-16.3114781301006,-18.3940861271647,-17.7333494667802,-16.5424923182188,-19.7521903164776,-18.1173064002368,-16.9066967298676,-17.201580962272,-19.4669464455689,-17.9540681182438,-17.9482668125785,-17.318400344552,-17.0481986144316,-17.2252382720603,-17.195288557076,-18.2699077147215,-17.3600193867474,-19.0989349803953,-18.9117902998145,-18.9101625966121,-17.2393756874241,-19.4697299776962,-18.6305426000881,-18.0786809979671,-16.9406485733011,-17.9319733219159,-16.9166232995472,-18.2478253198716,-19.5775799848542,-15.8434478604882,-18.7236211766858,-17.3698459734494,-16.8922253836769,-16.022539628321,-16.4739475452677,-18.0702854300264,-18.6951787585905,-17.2490341727463,-17.2344816017844,-16.9878116216597,-17.3204349081922,-17.4041945816373,-15.2124136497775,-17.0463026180715,-17.1895985046788
C15H12O8,-17.8953644961473,-18.2286413200219,-16.6536856977195,-18.3522368503166,-16.9762715875862,-16.7036433672621,-17.9713335131248,-18.3035942115626,-16.88868848452,-18.0946534713961,-16.9141825626883,-16.983883502831,-17.9493849831799,-17.9791649965289,-18.1578126781476,-17.9454740810032,-18.1262689075633,-15.7141387645118,-17.3790182940137,-18.7135589559275,-17.1663286504571,-19.6453380974109,-17.5050449280469,-16.9376270195881,-16.7072566476287,-17.4146607108615,-18.4438155184392,-17.2413618924567,-15.8417308137327,-15.5742770885927,-18.2070375204898,-15.7556485316999,-18.767397720597,-17.4967510041119,-17.377741260406,-18.9014477942694,-17.3364289998925,-16.2943570873881,-17.7280415912969,-20.120329746614,-16.3077407883723,-19.5570989802086,-17.2368926889408,-16.0411283987546,-18.2147662915583,-16.296164417312,-16.9676520635633,-16.2437164344551
C16H14O8,-23.1454944920039,-17.5749823973175,-18.6656148095076,-16.2770459246651,-16.9512195771235,-17.4218783794813,-18.3622932437281,-14.4176772276666,-17.7827472881001,-15.2822284188747,-16.6289344456884,-18.2237756968995,-18.8992575464368,-17.5901536252467,-16.1300317895863,-16.6613367237637,-15.7372724890644,-19.2865488721063,-17.0303616107899,-18.5106272066476,-17.4915074999664,-15.6644018839587,-18.5749484936596,-18.2148418485166,-16.817629137936,-19.220002346572,-19.3159388008289,-17.2872379530876,-18.9842684223425,-19.2414947423949,-18.3814130154011,-16.4519264736386,-18.5355125281294,-17.3157212286908,-16.5570525099611,-16.8993376058653,-18.1364610948687,-16.1607635617569,-16.6681721725044,-17.2358962032379,-17.9418560647364,-18.5407885854335,-18.5293922507094,-18.9347991265157,-16.6477996791321,-15.7575956588441,-17.2606513215404,-16.3871693441714
C15H12O9,-18.0285335498711,-15.9144642728614,-17.8834172809667,-15.2900115042481,-17.7230784662962,-16.3067457885965,-17.57743496732,-17.4583791391421,-18.3552372708401,-17.8289166262243,-16.2084340156476,-17.1338864990843,-15.9641360097055,-17.8475190617079,-20.6819734589488,-16.3212373750397,-18.3982192359992,-16.183069881855,-15.6055705836984,-16.0384380717775,-17.7653373589824,-16.1127418621588,-16.4315599568633,-16.3361093312198,-17.4552805004298,-17.2174907156262,-17.8870291884726,-16.9908781413572,-14.5192403425138,-17.8471710955331,-15.8263083659029,-19.5928420156632,-19.0298055953344,-17.482022867887,-18.2339715122637,-17.1037307832517,-17.3791176754884,-17.5034476379548,-15.4904836815283,-17.8200795845887,-16.6674519841287,-19.3589697342386,-17.803675672521,-19.5680302555027,-17.4704635767306,-18.351436232454,-18.4951214497615,-15.7560716238837
C16H14O9,-0.673367463211387,-0.673367463211387,NA,-0.673367463211387,-0.673367463211387,NA,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387,-0.673367463211387
C14H12O8,-18.3782413707756,-17.2350791877156,-18.0051579954394,-16.9726720586828,-17.4393863303185,-18.6069195628089,-17.4531733935821,-19.9753314877256,-18.6997316086828,-18.2606878479947,-17.6318411896225,-15.8439311629422,-16.6701001859673,-16.0450366593837,-16.4453714424426,-17.8604537204108,-16.3804733254068,-18.0091404434212,-19.1219304123062,-16.6612064051337,-15.6368472947146,-16.3401818479517,-16.3374211652783,-19.3095018152212,-15.692104677003,-17.7192322871978,-20.576954540175,-18.0562879442859,-17.6317975800836,-15.503297340674,-16.5712855542538,-18.538219956208,-17.5571132245009,-18.9224666094498,-17.64915434146,-18.3271572511295,-17.2056509528791,-19.2280323744061,-18.1441635917248,-17.4214592231001,-16.8203365014628,-16.4196367989586,-17.3060347564578,-18.1795096632041,-16.6618396942073,-17.704894055892,-19.912300666843,-16.5962574950872
C15H14O8,-16.1791248197708,-17.6666386259958,-17.1366412864939,-17.5708248422586,-17.4865633195326,-18.4687826944454,-16.9842654180435,-16.9191179721111,-17.2376319092151,-17.1161546863045,-17.3944105665813,-18.7705990398162,-19.0410512952868,-18.9210307127476,-16.1422692837707,-15.349618128602,-18.346167358359,-18.1621325342953,-17.1484890752312,-17.0521031246088,-17.7566915054376,-18.140251148424,-16.4759892852502,-18.2405449982506,-16.6248449992684,-18.022372616333,-16.6651001625929,-17.8216148718014,-17.256681223525,-17.9013076330691,-18.2826207133437,-18.4851328159796,-16.9522486614149,-18.0162253757548,-17.8115405773554,-16.714192549608,-17.8556167456806,-19.8625906230831,-19.2061450471532,-20.2445850460582,-16.5494794817743,-17.8357787112986,-19.8089994203696,-18.6758397622069,-16.8735409080356,-18.7206794101791,-19.2514341705236,-16.5857551708641
C13H12O9,-17.510285401154,-16.6840221984263,-17.9765276595358,-17.5801877298679,-20.6690155391374,-18.6549756720843,-19.0654404497378,-17.2305806872442,-19.6235465610132,-18.6486375426965,-17.968664329509,-16.1145510914081,-17.8916615567699,-18.9782842496697,-18.3166645596366,-18.0907413041015,-18.5946116020275,-16.4880919543887,-17.331545833219,-15.0819230379416,-16.7571517926128,-20.4596015237292,-18.5046298608382,-19.0110042266952,-16.57510930884,-18.8693216316263,-19.0574240259997,-17.3078664697024,-18.1733193357066,-17.8132933468568,-18.8905710091957,-17.9135205212099,-17.1315583108091,-19.3992355932236,-20.2447537912812,-17.6253513215023,-16.7331593072078,-17.3109715400461,-17.1989654612056,-15.7851548369303,-17.2750473077914,-19.4518071764121,-18.5682853483402,-17.1778133839305,-16.2667009863306,-16.5091673899982,-17.2716187181655,-20.7767894885752
C14H12O9,-19.7330166650291,-17.6733403988346,-17.8357767124387,-18.3985294226212,-17.1512508252221,-17.4571014023473,-17.0078833986009,-16.0401666655296,-18.3982175118834,-19.6174165958468,-15.0085021649071,-16.1845198051811,-16.6989055519732,-18.1252945821166,-17.0313176893896,-16.6370282188943,-16.7750439861858,-18.0477179838026,-18.1957368398005,-18.2233541848299,-18.3037450653537,-16.4068188537436,-14.7545792664063,-17.5575411743183,-16.323567251132,-18.3146144524821,-15.1877638009747,-18.2004843795256,-16.3778365227204,-16.0992836793734,-17.5407140823006,-18.5735848958924,-17.4890442811218,-16.9673464424532,-18.6664146637552,-17.6917660001321,-16.4621835172635,-17.0419147930902,-16.3152762049505,-18.4837041455497,-18.1464585040678,-17.0839081902587,-18.2792168642348,-19.4595426735334,-17.8703939400268,-18.2211050902219,-19.867593082683,-18.5312405063043
C15H14O9,-16.6581685556245,-17.3997005557715,-17.2896376645833,-17.0006979054226,-17.676741114799,-16.8482510631227,-17.8210087090088,-18.28128544197,-15.4371474015068,-17.99031926215,-16.9815429162743,-17.6729013425905,-18.764549074535,-17.5427363629061,-17.6984881799,-16.6754025547752,-17.5689012028718,-17.5489885735992,-19.7570937257088,-16.1839675166675,-16.499620364063,-16.9867402448311,-18.7245959964746,-20.1759114774638,-15.8099411792804,-19.7522333949479,-18.6285703424752,-17.8498269439384,-16.5215824835414,-17.5827331471648,-16.4636431485901,-14.6939843667919,-17.7793084352243,-17.2811814822791,-16.0582901274688,-16.5494345867608,-16.7711109050328,-19.6826832513407,-18.4419842893488,-16.3577527469724,-16.1697308953657,-18.9953026657486,-18.5333301150259,-17.0258224160359,-18.8783632031748,-17.2628686742601,-17.5732354883226,-15.8617516679848
C13H10O6,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,NA,NA,NA,NA,NA,NA,NA,NA,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,-0.580920679971169,NA,-0.580920679971169
C13H10O7,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,NA,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057,-0.389881929837057
C13H8O6,-0.458620801349843,-0.458620801349843,-0.458620801349843,-0.458620801349843,-0.458620801349843,NA,-0.458620801349843,-0.458620801349843,-0.458620801349843,-0.458620801349843,-0.458620801349843,-0.458620801349843,-0.458620801349843,-0.458620801349843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.458620801349843,-0.458620801349843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C14H10O6,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,NA,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,-0.355995858097188,NA,NA,NA,NA,NA,NA,NA,NA,-0.355995858097188,-0.355995858097188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C13H8O7,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,NA,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,NA,-0.79527742494117,-0.79527742494117,-0.79527742494117,NA,-0.79527742494117,NA,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,NA,-0.79527742494117,-0.79527742494117,NA,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117,-0.79527742494117
