,s20230217007,s20230217008,s20230217009,s20230217010,s20230217011,s20230217012,s20230217013,s20230217031,s20230217032,s20230217033,s20230217035,s20230217036,s20230217037,s20230217046,s20230217047,s20230217048,s20230217049,s20230217050,s20230217051,s20230217052,s20230217053,s20230217070,s20230217071,s20230217072,s20230217073,s20230217074,s20230217075,s20230217076,s20230217087,s20230217088,s20230217089,s20230217090,s20230217091,s20230217092,s20230217093,s20230217094,s20230217112,s20230217113,s20230217114,s20230217115,s20230217116,s20230217118,s20230217119
C19H12O14,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,NA,-0.325760114509426,-0.325760114509426,NA,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,-0.325760114509426,NA,NA,NA,-0.325760114509426,-0.325760114509426
C20H14O14,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,NA,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,-0.341949984091682,NA,NA,NA,-0.341949984091682,-0.341949984091682
C18H12O14,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,NA,-0.384930288418224,-0.384930288418224,NA,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,-0.384930288418224,NA,NA,NA,-0.384930288418224,-0.384930288418224
C19H14O14,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,NA,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,-0.174206366810657,NA,NA,NA,-0.174206366810657,-0.174206366810657
C18H12O15,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,NA,-0.543539575704941,-0.543539575704941,NA,NA,NA,NA,NA,NA,NA,NA,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,-0.543539575704941,NA,NA,NA,-0.543539575704941,-0.543539575704941
C19H14O15,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,NA,-0.362277760264931,-0.362277760264931,NA,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,-0.362277760264931,NA,NA,NA,-0.362277760264931,-0.362277760264931
C19H12O15,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,NA,NA,NA,NA,NA,NA,NA,NA,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,-0.721091949381708,NA,NA,NA,-0.721091949381708,-0.721091949381708
C20H14O15,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,NA,-0.611209910568194,-0.611209910568194,NA,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,-0.611209910568194,NA,NA,NA,-0.611209910568194,-0.611209910568194
C21H16O14,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,NA,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318,-0.825630596628318
C22H18O14,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,NA,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278,-0.979653995636278
C20H16O14,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,NA,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,-0.737258801623148,NA,NA,NA,-0.737258801623148,-0.737258801623148
C21H18O14,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,NA,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226,-1.05014870602226
C21H16O15,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,NA,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,-1.04478723711617,NA,NA,NA,-1.04478723711617,-1.04478723711617
C22H18O15,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,NA,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278,-0.784845338365278
C20H16O15,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,NA,-0.650546516547111,-0.650546516547111,NA,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,-0.650546516547111,NA,NA,NA,-0.650546516547111,-0.650546516547111
C21H18O15,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,NA,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341,-0.869888681613341
C16H12O12,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,NA,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,-0.244906092615921,NA,NA,NA,-0.244906092615921,-0.244906092615921
C17H14O12,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,NA,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,-0.430983695250242,NA,NA,NA,-0.430983695250242,-0.430983695250242
C17H12O12,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,NA,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,-0.394330145287584,NA,NA,NA,-0.394330145287584,-0.394330145287584
C18H14O12,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,NA,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,-0.243041643262306,NA,NA,NA,-0.243041643262306,-0.243041643262306
C16H12O13,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,NA,-0.436870973435086,-0.436870973435086,NA,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,-0.436870973435086,NA,NA,NA,-0.436870973435086,-0.436870973435086
C17H14O13,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,NA,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,-0.263678650649013,NA,NA,NA,-0.263678650649013,-0.263678650649013
C17H12O13,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,NA,-0.367605076972255,-0.367605076972255,NA,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,-0.367605076972255,NA,NA,NA,-0.367605076972255,-0.367605076972255
C18H14O13,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,NA,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,-0.357984028194449,NA,NA,NA,-0.357984028194449,-0.357984028194449
C18H16O12,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,NA,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,-0.977697834273745,NA,NA,NA,-0.977697834273745,-0.977697834273745
C19H18O12,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,NA,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,-0.886368367402636,NA,NA,NA,-0.886368367402636,-0.886368367402636
C19H16O12,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,NA,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,-1.00638854057741,NA,NA,NA,-1.00638854057741,-1.00638854057741
C20H18O12,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,NA,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344,-0.811095254441344
C18H16O13,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,NA,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851,-0.853366824141851
C19H18O13,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,NA,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,-1.07817939681612,NA,NA,NA,-1.07817939681612,-1.07817939681612
C19H16O13,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,NA,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,-0.951108887789175,NA,NA,NA,-0.951108887789175,-0.951108887789175
C20H18O13,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,NA,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,-0.907114692865144,NA,NA,NA,-0.907114692865144,-0.907114692865144
C19H12O12,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,NA,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535,-0.79698026572535
C18H12O12,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,NA,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,-0.78886656807273,NA,NA,NA,-0.78886656807273,-0.78886656807273
C19H14O12,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,NA,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174,-0.900010833991174
C18H12O13,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,NA,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,-0.975442920777964,NA,NA,NA,-0.975442920777964,-0.975442920777964
C19H14O13,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,NA,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,-0.793747707872786,NA,NA,NA,-0.793747707872786,-0.793747707872786
