,s20230217007,s20230217008,s20230217009,s20230217010,s20230217011,s20230217012,s20230217013,s20230217031,s20230217032,s20230217033,s20230217035,s20230217036,s20230217037,s20230217046,s20230217047,s20230217048,s20230217049,s20230217050,s20230217051,s20230217052,s20230217053,s20230217070,s20230217071,s20230217072,s20230217073,s20230217074,s20230217075,s20230217076,s20230217087,s20230217088,s20230217089,s20230217090,s20230217091,s20230217092,s20230217093,s20230217094,s20230217112,s20230217113,s20230217114,s20230217115,s20230217116,s20230217118,s20230217119
C14H12O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84783665847669,1.84783665847669,1.84783665847669,NA,NA
C15H14O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048,1.42580850681048
C16H16O8N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04227227703932,NA,NA,NA,NA,1.04227227703932
C17H18O8N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16979195762602,3.16979195762602,3.16979195762602,NA,NA
C15H16O8N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04610345207577,2.04610345207577,2.04610345207577,2.04610345207577,2.04610345207577,2.04610345207577,NA,2.04610345207577,2.04610345207577,2.04610345207577,NA,NA,NA,NA,NA
C16H16O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95520014037731,NA,NA,NA,NA,1.95520014037731,1.95520014037731
C17H18O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74753724759855,3.74753724759855,NA,NA
C15H16O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25789252107149,NA,3.25789252107149,3.25789252107149,3.25789252107149,NA,3.25789252107149,3.25789252107149,3.25789252107149,3.25789252107149,3.25789252107149,3.25789252107149,3.25789252107149,3.25789252107149,3.25789252107149
C16H18O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68339355496312,NA,2.68339355496312,2.68339355496312,2.68339355496312,2.68339355496312,NA,2.68339355496312,NA,NA,NA,NA,NA,NA,NA
C16H10O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79521371104733,3.79521371104733,3.79521371104733,NA,NA
C14H10O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69053978393785,5.69053978393785,5.69053978393785,NA,NA
C15H10O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9449984671847,2.9449984671847,2.9449984671847,NA,NA
C17H14O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54871808944684,1.54871808944684,1.54871808944684,NA,NA
C16H14O12N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86381328189633,2.86381328189633,2.86381328189633,NA,NA
C15H14O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6959708569759,1.6959708569759,1.6959708569759,1.6959708569759,1.6959708569759,1.6959708569759,1.6959708569759
C15H12O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53451749832004,3.53451749832004,3.53451749832004,NA,NA
C16H14O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1225860618987,2.1225860618987,2.1225860618987,NA,NA
C14H12O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50599325820833,2.50599325820833,2.50599325820833,NA,NA
C15H14O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16371358507809,2.16371358507809,2.16371358507809,NA,NA
C15H12O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65080364742854,1.65080364742854,1.65080364742854,NA,NA
C16H14O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22242375377742,NA,4.22242375377742,4.22242375377742,4.22242375377742,4.22242375377742,4.22242375377742,NA,NA,4.22242375377742,4.22242375377742,4.22242375377742,4.22242375377742,4.22242375377742,NA
C17H20O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07248953721425,8.07248953721425,8.07248953721425,NA,NA
C17H20O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90103220833417,2.90103220833417,2.90103220833417,NA,NA
C18H22O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98535599771108,3.98535599771108,NA,NA
C19H22O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81920408971123,8.81920408971123,8.81920408971123,NA,NA
C18H20O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86723618492842,1.86723618492842,1.86723618492842,NA,NA
C18H20O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46443025326065,5.46443025326065,5.46443025326065,5.46443025326065,5.46443025326065
C19H20O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79419102629475,7.79419102629475,7.79419102629475,7.79419102629475,7.79419102629475,7.79419102629475,7.79419102629475
C18H16O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4535711537774,6.4535711537774,6.4535711537774,6.4535711537774,6.4535711537774,6.4535711537774,6.4535711537774
C19H18O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64153264109647,3.64153264109647,3.64153264109647,NA,NA
C17H16O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38725795453499,3.38725795453499,3.38725795453499,3.38725795453499,3.38725795453499,3.38725795453499,3.38725795453499
C18H18O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.48579317335625,7.48579317335625,7.48579317335625,7.48579317335625,7.48579317335625,7.48579317335625
C18H16O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45888802447453,3.45888802447453,3.45888802447453,3.45888802447453,3.45888802447453,3.45888802447453,3.45888802447453
C19H18O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.75422453021562,7.75422453021562,7.75422453021562,7.75422453021562,7.75422453021562,7.75422453021562,7.75422453021562
C17H16O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90554762733191,3.90554762733191,3.90554762733191,NA,NA
C18H18O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54528750643599,4.54528750643599,4.54528750643599,4.54528750643599,4.54528750643599,4.54528750643599,NA
C16H18O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22607601577704,6.22607601577704,6.22607601577704,NA,NA
C16H16O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.07579987178957,7.07579987178957,7.07579987178957,7.07579987178957,7.07579987178957,7.07579987178957,7.07579987178957
C17H18O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92824126892648,4.92824126892648,4.92824126892648,NA,NA
C16H16O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32350196310577,2.32350196310577,2.32350196310577,NA,NA
C17H18O11N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27632530380606,5.27632530380606,5.27632530380606,NA,NA
C18H16O8N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65496267725119,2.65496267725119,2.65496267725119,NA,NA
C17H16O8N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69001582885441,6.69001582885441,6.69001582885441,NA,NA
C18H16O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16776257287758,2.16776257287758,2.16776257287758,NA,NA
C19H18O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75296069374875,4.75296069374875,4.75296069374875,NA,NA
C17H16O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90720280018996,4.90720280018996,4.90720280018996,4.90720280018996,4.90720280018996,4.90720280018996
C18H18O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3391344747424,4.3391344747424,4.3391344747424,4.3391344747424,4.3391344747424,4.3391344747424
C18H20O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13105322895354,3.13105322895354,3.13105322895354,NA,NA
C19H20O9N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05786582563446,5.05786582563446,5.05786582563446,NA,NA
C20H20O10N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78679947136008,3.78679947136008,3.78679947136008,NA,NA
C16H20O7N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35944551913845,6.35944551913845,6.35944551913845,NA,NA
C17H18O6N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51124214809312,3.51124214809312,3.51124214809312,NA,NA
C17H16O6N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96143909317109,3.96143909317109,3.96143909317109,NA,NA
C16H16O7N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62744536394092,4.62744536394092,4.62744536394092,NA,NA
C17H18O7N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16830808413025,4.16830808413025,4.16830808413025,NA,NA
C17H16O7N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51477342051818,9.51477342051818,9.51477342051818,NA,NA
C11H11O5N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49696360757095,5.49696360757095,5.49696360757095,5.49696360757095,NA,5.49696360757095
C12H13O5N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86326424758309,1.86326424758309,1.86326424758309,1.86326424758309,1.86326424758309,NA
C9H11O5N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15773264915303,5.15773264915303,5.15773264915303,5.15773264915303,5.15773264915303,NA,5.15773264915303
C13H15O6N1,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,NA,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161,3.00422293991161
C13H13O6N1,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,NA,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,NA,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174,1.32283051890174
C13H13O7N1,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056,0.951347729302056
C13H11O6N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01958360705482,1.01958360705482,1.01958360705482,1.01958360705482,NA,1.01958360705482
C14H13O6N1,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,0.971847490133021,NA,0.971847490133021
C13H11O7N1,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635,1.48716713281635
C14H13O7N1,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349,0.960351532653349
C12H9O7N1,NA,NA,NA,NA,NA,NA,NA,0.238555695586147,0.238555695586147,0.238555695586147,0.238555695586147,0.238555695586147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12H11O6N1,0.887035797746474,0.887035797746474,0.887035797746474,NA,0.887035797746474,0.887035797746474,0.887035797746474,0.887035797746474,0.887035797746474,0.887035797746474,NA,0.887035797746474,0.887035797746474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.887035797746474,0.887035797746474,0.887035797746474,0.887035797746474,0.887035797746474,0.887035797746474
C11H9O7N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234931611389151,0.234931611389151,0.234931611389151,0.234931611389151,0.234931611389151,NA,0.234931611389151
C12H11O7N1,1.38355095669983,1.38355095669983,1.38355095669983,NA,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983,1.38355095669983
C12H13O8N1,1.30610856907863,1.30610856907863,1.30610856907863,NA,1.30610856907863,NA,1.30610856907863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863,1.30610856907863
C11H13O8N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39736429195436,0.39736429195436,0.39736429195436,0.39736429195436,NA,0.39736429195436
C11H11O6N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501502522240827,0.501502522240827,0.501502522240827,0.501502522240827,0.501502522240827,0.501502522240827
C12H13O6N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56912303956854,1.56912303956854,1.56912303956854,1.56912303956854,1.56912303956854,1.56912303956854,NA,1.56912303956854,1.56912303956854,1.56912303956854,1.56912303956854,1.56912303956854,1.56912303956854
C11H11O7N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30752253839494,0.30752253839494,0.30752253839494,0.30752253839494,0.30752253839494,0.30752253839494
C12H13O7N1,0.473912370824889,NA,0.473912370824889,NA,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,NA,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889,0.473912370824889
C11H13O6N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745307121589938,0.745307121589938,0.745307121589938,0.745307121589938,0.745307121589938,0.745307121589938
C10H7O8N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60302584447743,1.60302584447743,NA,NA,NA
C10H9O6N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15586500307151,1.15586500307151,1.15586500307151,1.15586500307151,1.15586500307151,NA,1.15586500307151
